                                    sIP|                                    dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|36369|   53| 17|         1|        75|        |2015/04/10T16:47:30.682|    0.050|2015/04/10T16:47:30.732|  0|
              fe80::baca:3aff:fe84:37d6|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:47:34.568|    0.150|2015/04/10T16:47:34.718|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|              2604:a880:800:10::99:7003|  123|  123| 17|         1|        96|        |2015/04/10T16:47:34.536|    0.050|2015/04/10T16:47:34.586|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:47:39.286|    0.000|2015/04/10T16:47:39.286|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                 2607:f8b0:4002:c06::63|    0|32768| 58|        36|      3168|        |2015/04/10T16:47:35.286|    5.100|2015/04/10T16:47:40.386|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|44128|   53| 17|         1|        75|        |2015/04/10T16:47:43.632|    0.200|2015/04/10T16:47:43.832|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|47537|   53| 17|         1|        75|        |2015/04/10T16:47:55.682|    0.150|2015/04/10T16:47:55.832|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|55230|   53| 17|         1|        80|        |2015/04/10T16:47:54.482|    0.100|2015/04/10T16:47:54.582|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|    2604:9a00:2010:a001:1:face:bad:c0de|60178|   80|  6|      7555|    549456|        |2015/04/10T16:52:44.922|   27.300|2015/04/10T16:53:12.222|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|                     2001:18e8:2:6::147|34170| 8880|  6|         2|       160|        |2015/04/10T16:48:21.118|    0.850|2015/04/10T16:48:21.968|  0|
              fe80::92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:48:26.082|    0.200|2015/04/10T16:48:26.282|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|20498|33440| 17|        24|      2112|        |2015/04/10T16:48:13.582|   12.450|2015/04/10T16:48:26.032|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:48:29.774|    0.100|2015/04/10T16:48:29.874|  0|
              fe80::92e2:baff:fe68:7d59|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:48:31.124|    0.050|2015/04/10T16:48:31.174|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|45989|   53| 17|         1|        79|        |2015/04/10T16:49:05.878|    0.100|2015/04/10T16:49:05.978|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|               2607:f8b0:4008:804::200e|36297|  443|  6|         6|       933|        |2015/04/10T16:54:02.292|    0.100|2015/04/10T16:54:02.392|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|56254|   53| 17|         1|        79|        |2015/04/10T16:49:10.028|    0.050|2015/04/10T16:49:10.078|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|39679|   53| 17|         1|        79|        |2015/04/10T16:49:09.678|    0.150|2015/04/10T16:49:09.828|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|                    2604:180::dedc:2bcf|  123|  123| 17|         1|        96|        |2015/04/10T16:49:13.678|    0.250|2015/04/10T16:49:13.928|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|50699|   53| 17|         1|        79|        |2015/04/10T16:49:19.178|    0.100|2015/04/10T16:49:19.278|  0|
               fe80::d6ae:52ff:fec1:9de|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:49:18.678|    0.100|2015/04/10T16:49:18.778|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|46981|   53| 17|         1|        79|        |2015/04/10T16:49:21.824|    0.300|2015/04/10T16:49:22.124|  0|
               fe80::d6ae:52ff:fec1:9de|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:49:23.724|    0.200|2015/04/10T16:49:23.924|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|              2604:a880:800:10::99:7004|  123|  123| 17|         1|        96|        |2015/04/10T16:49:25.532|    0.050|2015/04/10T16:49:25.582|  0|
               fe80::225:90ff:fe8e:b394|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:49:30.628|    0.200|2015/04/10T16:49:30.828|  0|
   2607:2000:100:116:225:90ff:fe8e:b4b0|    2604:9a00:2010:a001:1:face:bad:c0de|46748|   80|  6|      7301|    531204|        |2015/04/10T16:54:00.304|   26.450|2015/04/10T16:54:26.754|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|34945|  6|         4|      1157|        |2015/04/10T16:49:34.628|    0.000|2015/04/10T16:49:34.628|  0|
               fe80::225:90ff:fe8e:b394|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:49:35.678|    0.000|2015/04/10T16:49:35.678|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|38541|   53| 17|         1|        79|        |2015/04/10T16:49:37.828|    0.150|2015/04/10T16:49:37.978|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|43038|   53| 17|         1|        79|        |2015/04/10T16:49:39.828|    0.200|2015/04/10T16:49:40.028|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|35045|   22|  6|         6|       450|        |2015/04/10T16:54:34.134|    0.250|2015/04/10T16:54:34.384|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|48402|   53| 17|         1|        79|        |2015/04/10T16:49:43.028|    0.050|2015/04/10T16:49:43.078|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|41813|   53| 17|         1|        79|        |2015/04/10T16:49:44.228|    0.150|2015/04/10T16:49:44.378|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|37994|   53| 17|         1|        80|        |2015/04/10T16:49:47.582|    0.150|2015/04/10T16:49:47.732|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|60697|   53| 17|         1|        79|        |2015/04/10T16:49:52.778|    0.050|2015/04/10T16:49:52.828|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|33665|  443|  6|         9|      1130|        |2015/04/10T16:55:05.138|    0.250|2015/04/10T16:55:05.388|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|34479|   80|  6|         5|       488|        |2015/04/10T16:55:02.138|    0.150|2015/04/10T16:55:02.288|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|34479|  6|         5|       959|        |2015/04/10T16:55:02.138|    0.150|2015/04/10T16:55:02.288|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|20499|33440| 17|        36|      3168|        |2015/04/10T16:49:46.090|   21.150|2015/04/10T16:50:07.240|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|33665|  6|         9|      2563|        |2015/04/10T16:55:05.152|    0.200|2015/04/10T16:55:05.352|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|20500|33440| 17|        33|      2904|        |2015/04/10T16:50:21.340|    5.100|2015/04/10T16:50:26.440|  0|
   2607:2000:100:116:225:90ff:fe8e:b394|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         2|       128|        |2015/04/10T16:49:39.594|   59.900|2015/04/10T16:50:39.494|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|20501|33440| 17|        42|      3696|        |2015/04/10T16:50:56.840|   14.400|2015/04/10T16:51:11.240|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|36964|   53| 17|         1|        75|        |2015/04/10T16:51:14.244|    0.050|2015/04/10T16:51:14.294|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|57333|   53| 17|         1|        75|        |2015/04/10T16:51:28.690|    0.200|2015/04/10T16:51:28.890|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2604:a880:800:10::99:7006|56056|  123| 17|         1|        96|        |2015/04/10T16:51:30.194|    0.250|2015/04/10T16:51:30.444|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|    0|34816| 58|         7|       504|        |2015/04/10T16:24:33.672| 1800.350|2015/04/10T16:54:34.022|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|40599|   53| 17|         1|        75|        |2015/04/10T16:51:39.126|    0.050|2015/04/10T16:51:39.176|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|57009|   53| 17|         1|        75|        |2015/04/10T16:51:47.690|    0.150|2015/04/10T16:51:47.840|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:51:48.440|    0.150|2015/04/10T16:51:48.590|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         5|       320|        |2015/04/10T16:41:39.476|  610.200|2015/04/10T16:51:49.676|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4a0|    0|32768| 58|         6|       624|        |2015/04/10T16:46:39.338|  314.850|2015/04/10T16:51:54.188|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4b0|    0|32768| 58|         6|       624|        |2015/04/10T16:46:39.338|  314.850|2015/04/10T16:51:54.188|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T16:51:49.438|    5.800|2015/04/10T16:51:55.238|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:51:53.538|    0.150|2015/04/10T16:51:53.688|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b61c|    0|32768| 58|         9|       936|        |2015/04/10T16:41:34.144|  624.000|2015/04/10T16:51:58.144|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b394|    0|32768| 58|         9|       936|        |2015/04/10T16:41:34.144|  624.000|2015/04/10T16:51:58.144|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b8|    0|32768| 58|         9|       936|        |2015/04/10T16:41:34.144|  624.000|2015/04/10T16:51:58.144|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4a0|    0|32768| 58|         3|       312|        |2015/04/10T16:51:57.302|    5.950|2015/04/10T16:52:03.252|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b0|    0|32768| 58|         3|       312|        |2015/04/10T16:51:57.302|    5.950|2015/04/10T16:52:03.252|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T16:51:58.302|    6.000|2015/04/10T16:52:04.302|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|    0|32768| 58|         7|       728|        |2015/04/10T16:25:00.714| 1800.200|2015/04/10T16:55:00.914|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|    0|33024| 58|         7|       728|        |2015/04/10T16:25:00.714| 1800.200|2015/04/10T16:55:00.914|  0|
   2607:2000:100:116:d6ae:52ff:fec1:9de|               2607:f8b0:4008:804::200e|36298|  443|  6|        23|      4641|        |2015/04/10T16:54:02.164|  177.000|2015/04/10T16:56:59.164|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              2604:a880:800:10::99:7004|  123|  123| 17|         1|        96|        |2015/04/10T16:52:07.202|    0.150|2015/04/10T16:52:07.352|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:52:12.156|    0.050|2015/04/10T16:52:12.206|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|    0|32768| 58|         6|       624|        |2015/04/10T16:46:59.252|  315.000|2015/04/10T16:52:14.252|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7685|    0|32768| 58|         3|       312|        |2015/04/10T16:52:07.252|    6.000|2015/04/10T16:52:13.252|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         2|       128|        |2015/04/10T16:51:19.230|   60.000|2015/04/10T16:52:19.230|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:52:17.080|    0.100|2015/04/10T16:52:17.180|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|20502|33440| 17|        24|      2112|        |2015/04/10T16:52:27.348|    4.100|2015/04/10T16:52:31.448|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T16:52:39.084|    0.050|2015/04/10T16:52:39.134|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T16:52:44.144|    0.100|2015/04/10T16:52:44.244|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38749|   25|  6|         5|       400|        |2015/04/10T16:52:34.098|   14.750|2015/04/10T16:52:48.848|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38750|   25|  6|         5|       400|        |2015/04/10T16:52:34.098|   14.750|2015/04/10T16:52:48.848|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38747|   25|  6|         5|       400|        |2015/04/10T16:52:34.048|   14.800|2015/04/10T16:52:48.848|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38748|   25|  6|         5|       400|        |2015/04/10T16:52:34.098|   14.750|2015/04/10T16:52:48.848|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|39279|   53| 17|         1|        80|        |2015/04/10T16:52:50.494|    0.150|2015/04/10T16:52:50.644|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|     2606:2800:220:1:248:1893:25c8:1946|38751|   25|  6|         5|       400|        |2015/04/10T16:52:34.094|   15.000|2015/04/10T16:52:49.094|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         2|       128|        |2015/04/10T16:52:09.494|   49.850|2015/04/10T16:52:59.344|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|43782|   53| 17|         1|        79|        |2015/04/10T16:53:02.694|    0.200|2015/04/10T16:53:02.894|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:7fe::53|59967|   53| 17|         1|        79|        |2015/04/10T16:53:14.944|    0.250|2015/04/10T16:53:15.194|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|54163|   53| 17|         1|        79|        |2015/04/10T16:53:19.044|    0.250|2015/04/10T16:53:19.294|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|34571|   53| 17|         1|        79|        |2015/04/10T16:53:23.644|    0.250|2015/04/10T16:53:23.894|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|52892|   53| 17|         1|        79|        |2015/04/10T16:53:24.944|    0.250|2015/04/10T16:53:25.194|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|51060|   53| 17|         1|        79|        |2015/04/10T16:53:31.044|    0.000|2015/04/10T16:53:31.044|  0|
                fe80::c24a:ff:fe09:49a8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|        47|      3384|        |2015/04/10T16:26:33.198| 1902.000|2015/04/10T16:58:15.198|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|51425|   53| 17|         1|        79|        |2015/04/10T16:53:37.290|    0.250|2015/04/10T16:53:37.540|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|                     2001:18e8:2:6::147|34177| 8880|  6|         2|       160|        |2015/04/10T16:53:37.490|    0.800|2015/04/10T16:53:38.290|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|41699|   53| 17|         1|        79|        |2015/04/10T16:53:39.890|    0.200|2015/04/10T16:53:40.090|  0|
                fe80::c24a:ff:fe09:49a8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|        37|      2368|        |2015/04/10T16:26:38.248| 1876.700|2015/04/10T16:57:54.948|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                          2001:678:4::9|10492|   53| 17|         1|        90|        |2015/04/10T16:53:43.608|    0.200|2015/04/10T16:53:43.808|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                          2001:678:4::9|41256|   53| 17|         1|        90|        |2015/04/10T16:53:43.608|    0.200|2015/04/10T16:53:43.808|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                     2a02:2b30::225:125|58853|   53| 17|         1|        90|        |2015/04/10T16:53:43.658|    0.150|2015/04/10T16:53:43.808|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                     2a02:2b30::225:125|54046|   53| 17|         1|        96|        |2015/04/10T16:53:43.808|    0.000|2015/04/10T16:53:43.808|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                     2a02:2b30::225:125|40364|   53| 17|         1|        90|        |2015/04/10T16:53:43.658|    0.150|2015/04/10T16:53:43.808|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                     2a02:2b30::225:125|32423|   53| 17|         1|        96|        |2015/04/10T16:53:43.808|    0.000|2015/04/10T16:53:43.808|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                         2a02:f080::220|38778|   53| 17|         1|        93|        |2015/04/10T16:53:44.708|    0.150|2015/04/10T16:53:44.858|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                     2a03:6300:1:102::3|56131|   53| 17|         1|        96|        |2015/04/10T16:53:44.758|    0.100|2015/04/10T16:53:44.858|  0|
  2607:2000:100:116:a100:3780:4e66:e60a|                       2001:67c:e0::121|59049|   53| 17|         1|        90|        |2015/04/10T16:53:44.958|    0.150|2015/04/10T16:53:45.108|  0|
